SA1_MAINCODE_2016,Area (sq km),Nearest Centrelink office,Distance (km),Total travel time (min),Travel time decile
21603141612,12.3318,Shepparton,5596.949148,11.4,6
21603141613,3.2228,Shepparton,1906.68715,8,4
21603141614,0.1023,Shepparton,2191.124969,5.5,2
21603141615,0.1282,Shepparton,2551.426595,6.9,3
21603141616,0.7626,Shepparton,3193.941224,11.6,6
21603141617,0.1199,Shepparton,3011.661029,9.6,5
21603141618,0.3996,Shepparton,754.6877527,3.7,1
21603141619,0.2781,Shepparton,1284.101809,5.5,2
21603141620,0.3124,Shepparton,1348.099997,4.9,2
21603141621,0.1999,Shepparton,2973.136878,8.8,4
21603141622,3.2207,Shepparton,4481.587811,11.5,6
21603141623,0.2205,Shepparton,1699.414096,6.6,3
21603141624,0.1036,Shepparton,1378.465686,5.9,2
21603141625,0.1802,Shepparton,2227.314369,5.8,2
21603141626,0.1267,Shepparton,2550.417033,7.2,3
21603141627,0.1248,Shepparton,2887.435573,7.1,3
21603141628,0.1722,Shepparton,2584.570423,6.4,3
21603141629,0.2304,Shepparton,2579.231976,7.7,3
21603141630,0.4424,Shepparton,2293.153265,7.7,3
21603141631,0.1361,Shepparton,1864.013116,4.7,1
21603141632,0.2234,Shepparton,1940.480679,7.1,3
21603141633,0.6399,Shepparton,974.7476101,4.7,1
21603141634,0.1776,Shepparton,1454.948973,5.5,2
21603141635,0.2906,Shepparton,1806.984419,4.5,1
21603141636,0.1827,Shepparton,2015.918346,6.9,3
21603141637,0.9224,Shepparton,3752.241587,9.5,5
21603141638,0.3011,Shepparton,2987.201475,7.7,3
21603141639,0.2648,Shepparton,3416.142043,7.8,4
21603141640,0.1827,Shepparton,2549.351735,9.4,5
21603141641,0.2561,Shepparton,3214.885163,8.9,4
21603141642,0.1715,Shepparton,3202.504115,9.8,5
21603141643,0.0911,Shepparton,2941.942448,7.5,3
21603141644,0.1721,Shepparton,2275.485426,6.5,3
21603141645,2.5787,Shepparton,5343.369912,15.4,8
21603141646,26.0936,Shepparton,7165.993221,11.9,7
21603141701,0.4326,Shepparton,2450.79976,6.3,2
21603141702,0.1852,Shepparton,2093.028078,5.1,2
21603141703,0.3132,Shepparton,1755.111029,4.9,2
21603141704,0.1811,Shepparton,1521.744477,3.8,1
21603141705,0.1764,Shepparton,2293.11746,6.6,3
21603141706,0.1411,Shepparton,1990.835672,5.7,2
21603141707,0.2083,Shepparton,2334.224367,6.4,3
21603141708,4.2495,Shepparton,3552.38065,7.6,3
21603141709,0.6078,Shepparton,2692.888177,7.2,3
21603141710,15.4856,Shepparton,10511.2801,10.2,5
21603141711,0.5466,Shepparton,8979.100715,10.1,5
21603141713,0.4572,Shepparton,3156.195157,7.8,4
21603141714,0.148,Shepparton,3286.688439,6.6,3
21603141715,0.2336,Shepparton,3547.168275,7.7,3
21603141716,0.285,Shepparton,3909.813847,8.1,4
21603141718,2.4145,Shepparton,7253.321665,12.7,7
21603141719,0.6173,Shepparton,2988.688624,6.1,2
21603141720,0.4983,Shepparton,1936.586411,5.4,2
21603141721,0.1731,Shepparton,1094.198796,2.8,1
21603141722,0.2647,Shepparton,1542.884238,4.2,1
21603141723,0.2377,Shepparton,1938.480449,5.9,2
21603141724,0.2028,Shepparton,523.7073954,2.5,1
21603141725,0.2166,Shepparton,1421.244242,4,1
21603141726,0.2224,Shepparton,1080.050753,3.1,1
21603141727,0.1248,Shepparton,926.073483,3.2,1
21603141728,0.2034,Shepparton,931.0507405,3.6,1
21603141729,0.1247,Shepparton,1743.165565,4.5,1
21603141730,0.2401,Shepparton,2171.214265,5.9,2
21603141731,1.8123,Shepparton,2320.481996,6.1,2
21603141732,0.3313,Shepparton,1283.853014,3.5,1
21603141733,0.5596,Shepparton,7156.533355,10.4,6
21603141734,0.4639,Shepparton,150.0584124,1.1,1
21603141736,33.9308,Shepparton,9615.936546,12.4,7
21603141737,7.8458,Shepparton,5857.308826,9.1,5
21603141738,5.0386,Shepparton,4456.001871,7.7,3
21603141739,6.3807,Shepparton,5817.615109,10.4,6
21603141740,4.4786,Shepparton,4361.8642,7.3,3
21603141741,14.023,Shepparton,7117.391103,11.2,6
21603141742,19.4032,Shepparton,8953.638532,11.1,6
21603141743,0.1844,Shepparton,1206.188592,3.9,1
21603141744,0.2204,Shepparton,1095.763746,3.6,1
21603141745,0.1865,Shepparton,645.6666269,3,1
21603141746,0.1653,Shepparton,791.7459294,3,1
21603141747,0.1605,Shepparton,1529.735804,3.9,1
21603141748,0.1608,Shepparton,2063.320841,5.3,2
21603141749,0.1803,Shepparton,1790.086815,6.5,3
21603141750,0.2333,Shepparton,2637.029511,6.7,3
21603141751,0.4221,Shepparton,3907.491939,6.2,2
21603141752,0.9253,Shepparton,4814.856043,8.8,4
21603141753,0.2952,Shepparton,4088.430904,7.9,4
21603141754,3.4518,Shepparton,1663.184343,3.9,1
21603141755,1.7753,Shepparton,6140.874142,8.2,4
21603141756,3.7616,Shepparton,5036.331238,9.1,5
21603141757,7.6919,Shepparton,4846.896608,8.2,4
21603141801,0.4919,Shepparton,22775.4211,24.4,9
21603141802,0.3563,Shepparton,16502.42623,17.1,8
21603141803,84.4131,Shepparton,16421.06695,15.7,8
21603141804,32.0179,Shepparton,13234.84417,19.9,9
21603141805,22.1093,Shepparton,10040.63302,12.8,7
21603141806,84.1364,Shepparton,17447.57792,18.4,9
21603141807,1.0937,Shepparton,26193.02533,26.7,9
21603141808,19.1231,Shepparton,8105.228328,13.3,7
21603141809,121.5204,Shepparton,21521.29392,22.6,9
21603141810,220.9677,Shepparton,24592.33532,24.9,9
21603141811,100.9105,Shepparton,13694.48311,18.2,9
21603141812,132.1634,Shepparton,16776.01632,20.7,9
21603141813,236.2741,Shepparton,19848.74769,21.6,9
21603141901,0.6526,Shepparton,30094.44372,25.5,9
21603141902,0.1683,Shepparton,15989.06852,19,9
21603141903,0.5551,Shepparton,30910.73743,27.1,9
21603141904,0.2551,Shepparton,15979.41965,19.1,9
21603141905,0.6046,Shepparton,16583.05101,17.5,9
21603141906,1.334,Shepparton,24270.18101,24.3,9
21603141907,174.4802,Shepparton,29972.38326,27.8,9
21603141908,85.3211,Shepparton,28892.57612,25.3,9
21603141909,1.3894,Shepparton,16839.49126,20.9,9
21603141910,177.7754,Shepparton,24272.78957,24.7,9
21603141911,1.6258,Shepparton,29820.9048,26.3,9
21603141912,0.7163,Shepparton,12769.34673,18.1,9
21603141913,0.1512,Shepparton,15567.17954,18.7,9
21603141914,67.5015,Shepparton,13843.3681,16,8
21603141915,70.8613,Shepparton,23342.04327,26.1,9
21603141916,73.7893,Shepparton,25845.93054,22.7,9
21603141917,54.5079,Shepparton,22425.966,23,9
21603141918,64.0988,Shepparton,15050.81509,17.9,9
21603141919,1.6338,Shepparton,15424.83238,18.4,9
21603141920,1.0739,Shepparton,17643.15362,19.6,9
21603141921,0.2916,Shepparton,16723.24597,20.5,9
21603141922,0.3615,Shepparton,16377.01481,20.5,9
21603141923,0.398,Shepparton,16944.00418,19.9,9
21603141924,36.5963,Shepparton,12852.95114,15.6,8
21603141925,91.1702,Shepparton,13059.62767,16.4,8
21603141926,80.2548,Shepparton,19613.88819,21.9,9
21603141927,1.1491,Shepparton,15561.70921,19.4,9
21603141928,0.7508,Shepparton,17196.59439,18.1,9
21603141929,39.2114,Shepparton,8865.646338,13.6,7
21701142001,3.3961,Mt Gambier,44781.43921,34.7,10
21701142002,0.9033,Hamilton,58158.88071,48.8,10
21701142003,999.6325,Mt Gambier,35187.42319,38.4,10
21701142004,632.9822,Mt Gambier,31886.75429,35.1,10
21701142005,25.3451,Portland,15244.17211,17.5,9
21701142006,64.9688,Portland,15344.97626,15.1,8
21701142007,139.3937,Portland,14371.71068,18.2,9
21701142008,112.3803,Portland,14956.16747,17.3,8
21701142009,0.2465,Hamilton,58320.74316,50.1,10
21701142010,0.5387,Mt Gambier,59610.04915,47.9,10
21701142011,2.4954,Hamilton,56697.78446,47.4,10
21701142012,0.881,Portland,24627.74577,22.2,9
21701142013,0.7241,Portland,24447.72313,23.8,9
21701142014,161.0813,Hamilton,43191.80489,36.9,10
21701142015,863.4259,Portland,34958.43966,39.3,10
21701142016,130.1739,Hamilton,54423.89356,51.2,10
21701142017,200.1913,Portland,25870.43856,26.7,9
21701142018,747.7477,Hamilton,58940.77601,47.5,10
21701142019,0.3319,Hamilton,57772.79437,48.3,10
21701142020,222.2713,Mt Gambier,54348.42532,43.5,10
21701142021,298.2311,Hamilton,32646.37259,25.5,9
21701142022,593.396,Hamilton,40100.47608,32.6,10
21701142023,107.5905,Portland,21087.2176,21.1,9
21701142024,1.7472,Portland,23526.3297,21.6,9
21701142025,139.0282,Portland,27217.42358,28.8,10
21701142026,573.1632,Mt Gambier,63878.34187,60.6,10
21701142027,61.5202,Portland,7144.445103,10.1,5
21701142028,2.2928,Hamilton,41736.43421,34.4,10
21701142029,11.6108,Portland,8649.630937,10.9,6
21701142030,20.4988,Portland,8218.935668,10.2,5
21701142031,3.0209,Portland,23223.22163,23.3,9
21701142101,0.3034,Hamilton,1037.653772,3.2,1
21701142102,0.2587,Hamilton,999.9329556,3.8,1
21701142103,1.2296,Hamilton,1168.653309,8.5,4
21701142104,1.8115,Hamilton,1960.230052,4.8,1
21701142105,0.3456,Hamilton,946.6184434,2.8,1
21701142106,0.8171,Hamilton,1627.446272,4.7,1
21701142107,1.8274,Hamilton,1512.669647,4,1
21701142108,0.2503,Hamilton,1425.602053,2.8,1
21701142109,10.3627,Hamilton,3572.897961,5.8,2
21701142110,98.3555,Hamilton,4985.465719,6.7,3
21701142112,0.4167,Hamilton,787.3487031,2.3,1
21701142113,0.3682,Hamilton,848.1963894,2.8,1
21701142114,3.1972,Hamilton,2785.769151,3.7,1
21701142115,0.4914,Hamilton,1357.798606,3.2,1
21701142116,0.2519,Hamilton,1370.604647,4,1
21701142117,14.8097,Hamilton,3354.452682,5.9,2
21701142118,0.5177,Hamilton,2428.796313,4.4,1
21701142119,0.3616,Hamilton,1042.953773,3.2,1
21701142120,0.4084,Hamilton,1233.319832,3.5,1
21701142121,0.5408,Hamilton,445.3491281,2,1
21701142122,0.2927,Hamilton,246.6791821,1.2,1
21701142123,0.7815,Hamilton,2441.168834,5.1,2
21701142124,0.206,Hamilton,1796.960307,4.4,1
21701142125,0.2455,Hamilton,1737.684677,3.8,1
21701142126,0.2784,Hamilton,1761.01951,5.1,2
21701142127,0.2531,Hamilton,1518.409748,4.6,1
21701142128,0.3022,Hamilton,622.6878196,2.1,1
21701142129,56.7211,Hamilton,5910.324345,10.7,6
21701142130,2.331,Hamilton,2445.217813,6.9,3
21701142201,5.1376,Portland,4730.160579,11.1,6
21701142202,1.3395,Portland,447.9115265,1.2,1
21701142203,0.3392,Portland,1448.211542,3.9,1
21701142204,0.5198,Portland,1708.957407,4.5,1
21701142205,0.3737,Portland,2152.364318,5.6,2
21701142207,0.6306,Portland,2825.366873,6.6,3
21701142208,1.475,Portland,2950.821547,7,3
21701142209,0.251,Portland,2126.345652,5.1,2
21701142210,0.6357,Portland,1947.626223,4.4,1
21701142211,0.2805,Portland,1833.542824,5.1,2
21701142212,0.735,Portland,4109.227125,8.4,4
21701142213,0.3723,Portland,1304.71974,3.7,1
21701142214,0.2622,Portland,1458.148211,4.6,1
21701142215,0.3775,Portland,1093.665221,3.4,1
21701142216,1.7387,Portland,887.1016603,5.3,2
21701142217,0.6673,Portland,1068.515651,6.5,3
21701142218,1.4066,Portland,2212.996046,6.2,2
21701142219,1.9249,Portland,2697.178327,6.6,3
21701142221,0.2434,Portland,1424.536306,4.8,1
21701142222,0.1781,Portland,1708.330457,5.4,2
21701142223,0.6064,Portland,985.6011107,3.2,1
21701142224,0.2659,Portland,2340.524777,6.8,3
21701142225,0.2001,Portland,1276.809393,4.3,1
21701142226,18.1008,Portland,6322.751738,9.6,5
21701142227,1.8074,Portland,2236.733028,6.5,3
21701142228,0.1664,Portland,1254.828215,4.9,2
21701142229,8.8011,Portland,4779.466567,10.7,6
21701142230,5.569,Portland,3117.292668,6.8,3
21701142231,0.1244,Portland,2448.366752,5.7,2
21701142232,0.5373,Portland,562.3832193,2.1,1
21701142233,8.1789,Portland,3193.593926,6.2,2
21701142234,0.4497,Portland,1737.989107,4.8,1
21701142235,0.289,Portland,1697.363363,5.2,2
21701142301,249.6995,Hamilton,14723.7866,13.8,7
21701142302,0.9884,Hamilton,34183.17364,27.2,9
21701142303,2.7539,Hamilton,32758.44989,25.8,9
21701142304,2.4781,Hamilton,29765.23292,23.7,9
21701142305,1.3317,Hamilton,33283.7666,28.6,9
21701142306,3.7792,Hamilton,27108.85371,21.2,9
21701142307,340.2729,Hamilton,62469.33245,56.1,10
21701142308,998.3525,Hamilton,38731.3335,35.2,10
21701142309,292.3571,Hamilton,26968.71416,22.2,9
21701142310,389.6687,Hamilton,14213.20039,14.5,8
21701142311,276.296,Hamilton,44172.08347,52.6,10
21701142312,390.8583,Hamilton,30200.64563,25,9
21701142313,3.9409,Hamilton,29869.64225,24.2,9
21701142314,550.6022,Hamilton,59530.71451,56.1,10
21701142315,383.684,Hamilton,36974.63611,30.4,10
21701142316,219.4868,Hamilton,14396.57733,12.4,7
21701142317,384.4704,Hamilton,17742.40988,29,10
21701142318,2.7334,Hamilton,57759.89936,48.4,10
21701142319,279.8824,Hamilton,22739.14988,17.2,8
21701142320,1082.6809,Hamilton,49976.598,48.2,10
21701142321,368.9031,Hamilton,42244.70417,41.8,10
21701142322,337.4234,Hamilton,25183.51376,26.5,9
21703147101,1.0774,Colac,40371.75933,34.1,10
21703147102,0.3026,Colac,40597.60735,33.5,10
21703147103,0.7419,Colac,40730.35831,34.2,10
21703147104,49.7036,Colac,39790.24895,35.8,10
21703147105,0.4103,Colac,41276.41727,35,10
21703147106,0.6235,Colac,39987.89644,32.4,10
21703147107,0.7749,Colac,39774.88007,33.1,10
21703147108,0.2749,Colac,41332.42497,34.7,10
21703147109,43.7213,Colac,39570.52208,34.8,10
21703147110,0.2543,Colac,41557.29843,34.2,10
21703147111,0.2331,Colac,40882.94986,34.6,10
21703147201,3.9375,Colac,2603.968682,6.9,3
21703147202,0.779,Colac,1640.883363,5.3,2
21703147203,0.6185,Colac,1146.873577,3.5,1
21703147204,0.4288,Colac,764.5734721,2.9,1
21703147205,0.4268,Colac,192.0767385,1.2,1
21703147206,3.3145,Colac,3362.773252,5.9,2
21703147207,0.1797,Colac,1279.305289,4,1
21703147208,0.6445,Colac,2064.985332,4.4,1
21703147209,0.201,Colac,1401.073873,3.6,1
21703147210,0.2283,Colac,1152.868856,4.3,1
21703147211,0.6983,Colac,2211.287104,5,2
21703147212,19.4617,Colac,4261.027437,7.5,3
21703147213,0.5255,Colac,822.6359552,2.6,1
21703147214,0.7242,Colac,2230.923593,5.9,2
21703147215,0.4947,Colac,1648.231071,3.7,1
21703147216,0.8261,Colac,2144.6936,4.6,1
21703147217,0.2549,Colac,1348.306565,4.3,1
21703147218,0.365,Colac,841.6050373,3.5,1
21703147219,0.2756,Colac,878.9146906,3.2,1
21703147220,0.289,Colac,1310.836189,3,1
21703147221,0.2002,Colac,2032.114063,6.3,2
21703147222,0.292,Colac,762.7995706,2.1,1
21703147223,1.7883,Colac,1753.001164,4.7,1
21703147224,3.8912,Colac,2260.866631,8.9,4
21703147225,0.2867,Colac,944.2055577,4.4,1
21703147226,0.2889,Colac,494.4708115,2.1,1
21703147227,0.3061,Colac,713.6209478,3.6,1
21703147228,12.4198,Colac,3882.778251,8.1,4
21703147229,0.2611,Colac,404.3547,1.9,1
21703147230,0.1453,Colac,1105.756154,3.9,1
21703147231,0.1812,Colac,1682.72551,6,2
21703147301,246.4028,Colac,20103.28013,26.2,9
21703147302,268.6447,Colac,23734.38468,24.3,9
21703147303,92.3893,Colac,11834.13342,18.1,9
21703147304,19.3995,Colac,10007.16278,12.2,7
21703147305,383.104,Colac,26223.67847,25.3,9
21703147306,1.3874,Colac,17015.20283,17.8,9
21703147307,143.1413,Colac,7283.281038,10,5
21703147308,47.02,Colac,13008.53279,12.2,7
21703147309,23.8898,Colac,10125.49519,14.1,8
21703147310,250.0118,Colac,20873.38676,21.5,9
21703147311,27.3113,Colac,10269.17434,13.5,7
21703147312,33.8522,Colac,6756.797855,10.6,6
21703147313,68.9809,Colac,11943.35687,20.8,9
21703147314,0.6004,Colac,16516.72,16,8
21703147315,152.2767,Colac,15410.92959,17.2,8
21703147316,124.3851,Colac,18285.58203,24.9,9
21703147317,51.4791,Colac,7416.100739,10.2,5
21703147401,5.5342,Colac,48480.73325,49,10
21703147402,140.1395,Warrnambool,39118.64514,33.8,10
21703147403,534.5503,Colac,60527.2961,64,10
21703147404,0.2804,Warrnambool,40815.73598,33.7,10
21703147405,537.7765,Colac,39925.38694,48.2,10
21703147406,586.7314,Colac,31824.28389,38.2,10
21703147407,102.5693,Colac,49821.47916,40.7,10
21703147408,1.2411,Warrnambool,44716.19328,39.2,10
21703147409,4.5277,Warrnambool,40340.97748,33.9,10
21703147410,1.9792,Warrnambool,39153.28699,32.6,10
21703147411,3.632,Ballarat,45752.32459,44.7,10
21703147412,2.4769,Colac,54863.37832,56.1,10
21703147413,0.7064,Warrnambool,40109.82893,34,10
21703147414,0.4357,Warrnambool,41014.99153,34.5,10
21703147415,1.7472,Warrnambool,41706.75391,35.5,10
21703147416,226.7498,Colac,50181.8071,49,10
21703147417,345.8373,Ballarat,50074.79565,58.2,10
21703147418,41.4137,Warrnambool,49659.05269,45.1,10
21703147501,1.8357,Colac,45433.3736,35.7,10
21703147502,205.5439,Colac,49277.98599,58.5,10
21703147503,159.8049,Warrnambool,49701.17109,45.4,10
21703147504,128.3824,Colac,35176.17858,40,10
21703147505,105.4353,Colac,35263.10925,50.7,10
21703147506,96.0365,Warrnambool,35679.8263,28,9
21703147507,0.9907,Colac,44265.36239,35.6,10
21703147508,1.8626,Warrnambool,51965.01402,48.3,10
21703147509,0.2327,Colac,45026.64032,37.1,10
21703147510,0.5948,Warrnambool,44533.37371,41.6,10
21703147511,70.8303,Warrnambool,45764.47278,35.2,10
21703147512,119.23,Warrnambool,37748.11619,38,10
21703147513,1.4786,Warrnambool,44961.49097,41.5,10
21703147514,0.3141,Colac,45088.90893,36.9,10
21703147515,0.452,Colac,44582.39096,35.6,10
21703147516,78.7007,Warrnambool,44455.05669,40.6,10
21703147517,146.4711,Colac,46384.93469,50.6,10
21703147518,148.2249,Colac,21681.77881,20.6,9
21703147519,0.4347,Colac,45671.82114,37.8,10
21703147520,0.902,Warrnambool,43478.9051,38.9,10
21703147521,51.9152,Colac,41521.23492,36.8,10
21703147522,108.8521,Colac,46596.34058,48.2,10
21703147523,141.7733,Warrnambool,42384.66425,39.1,10
21703147524,60.3663,Colac,43857.36824,38,10
21703147525,84.5568,Colac,34464.34096,29.2,10
21703147526,89.9866,Colac,34086.988,35,10
21703147601,1.2311,Colac,46866.41292,65,10
21703147602,41.8956,Colac,21021.49576,34.7,10
21703147603,2.5949,Colac,48878.11141,68.9,10
21703147604,634.9112,Colac,34322.48629,46.7,10
21703147605,0.7323,Colac,46199.4656,65.7,10
21703147606,272.2958,Colac,47195.30249,69.4,10
21703147607,90.5604,Colac,42880.75767,71.9,10
21703147608,301.625,Colac,35150.49862,48.5,10
21703147609,0.8957,Colac,45401.7578,63.6,10
21703147610,159.1475,Colac,19789.70683,36.8,10
21704147701,3.6096,Warrnambool,22365.9231,24,9
21704147702,69.2913,Warrnambool,18289.93082,17.2,8
21704147703,0.6139,Warrnambool,43470.06561,36.7,10
21704147704,60.5131,Warrnambool,26656.36333,24.3,9
21704147705,1.805,Warrnambool,41789.6359,41.2,10
21704147706,656.1094,Ararat,68569.50368,67.1,10
21704147707,97.2871,Warrnambool,14019.62335,16.9,8
21704147708,1.1067,Warrnambool,44061.12828,37.9,10
21704147709,3.6322,Warrnambool,44645.10105,38.9,10
21704147710,221.0083,Warrnambool,28657.14893,27,9
21704147711,331.3292,Warrnambool,28941.54984,33.3,10
21704147712,78.1557,Warrnambool,32416.39277,30.9,10
21704147713,104.2907,Warrnambool,15552.75791,18.2,9
21704147714,64.2593,Warrnambool,25143.74733,22.6,9
21704147715,349.14,Warrnambool,45830.34209,38.4,10
21704147716,469.4943,Warrnambool,51990.52688,51.7,10
21704147717,186.8125,Warrnambool,42454.69283,42.4,10
21704147718,103.724,Warrnambool,20781.37416,23.6,9
21704147719,223.5373,Warrnambool,47424.70316,46.3,10
21704147720,103.7923,Warrnambool,29420.60252,27.2,9
21704147721,42.1596,Warrnambool,15807.77756,18.3,9
21704147722,87.0547,Warrnambool,24808.53788,22,9
21704147723,14.0231,Warrnambool,21117.44503,18.1,9
21704147724,3.0497,Warrnambool,16622.55157,20,9
21704147801,0.3753,Warrnambool,14414.09611,16.7,8
21704147802,36.2202,Warrnambool,10013.48951,14,8
21704147803,1.6212,Warrnambool,23746.87963,26.2,9
21704147804,0.753,Warrnambool,14853.3369,17.8,9
21704147805,143.6712,Warrnambool,37696.93054,39.2,10
21704147806,32.4465,Warrnambool,10406.72327,12.5,7
21704147807,330.531,Warrnambool,39721.78553,37.8,10
21704147808,1.2347,Warrnambool,21432.27357,27.2,9
21704147809,477.4905,Hamilton,31607.83513,30.6,10
21704147810,186.4102,Hamilton,47232.91055,42.4,10
21704147811,236.1753,Warrnambool,29225.31894,33,10
21704147812,0.4915,Warrnambool,22731.08113,25,9
21704147813,73.7125,Warrnambool,22110.84912,24.9,9
21704147814,1.3198,Warrnambool,20919.06995,26.3,9
21704147815,0.3627,Warrnambool,22773.35787,25.2,9
21704147816,0.3361,Warrnambool,22179.38029,24.2,9
21704147817,2.6015,Warrnambool,21444.85358,22.5,9
21704147818,281.7344,Portland,34210.08154,37,10
21704147819,0.5797,Warrnambool,13415.59811,15.8,8
21704147820,101.046,Warrnambool,27891.86848,29.8,10
21704147821,0.8148,Warrnambool,22467.40666,22.3,9
21704147822,4.9313,Warrnambool,15156.66633,17,8
21704147823,49.3998,Warrnambool,20742.60373,22.8,9
21704147824,0.5622,Warrnambool,13671.67125,16.7,8
21704147825,0.4779,Warrnambool,21632.62214,26,9
21704147826,1.4799,Hamilton,32325.06472,29.2,10
21704147827,45.7472,Warrnambool,15005.48412,19.9,9
21704147828,25.2362,Warrnambool,16968.86681,17.2,8
21704147901,1.8323,Warrnambool,7112.672498,12.4,7
21704147902,0.6239,Warrnambool,1176.087602,5.7,2
21704147903,0.3155,Warrnambool,3918.146675,7.7,3
21704147904,0.8973,Warrnambool,4524.714266,9.6,5
21704147905,16.0612,Warrnambool,6939.664586,11.7,6
21704147906,9.4286,Warrnambool,4910.956068,9.9,5
21704147907,0.2545,Warrnambool,3396.122711,8.7,4
21704147908,0.4346,Warrnambool,1737.545122,5.5,2
21704147909,0.1868,Warrnambool,1238.103832,5.8,2
21704147910,0.1422,Warrnambool,2613.548211,6.5,3
21704147911,0.1785,Warrnambool,2397.580395,6.1,2
21704147912,0.451,Warrnambool,1541.997551,6.3,2
21704147913,0.563,Warrnambool,4705.657325,8.2,4
