SA1_MAINCODE_2016,Area (sq km),Nearest Centrelink office,Distance (km),Walk time (min),Transit time (min),Wait time (min),Total travel time (min),Number of transfers,Travel time decile
30203103905,0.1253,Nundah,3309.909784,3,18,0,21,0,4
30604116402,0.1677,Mossman,221.4454477,3,0,0,3,0,1
40403110708,0.2435,Glenelg,2243.011813,3,12,0,15,0,2
10602111817,27.8097,Raymond Terrace,3907.206582,3,9,0,12,0,1
11703132917,0.0258,Darlinghurst,137.2100889,3,0,0,3,0,1
60105103213,0.1093,Hobart,1923.002001,3,6,0,9,0,1
10601111145,7.6229,Kurri Kurri,3967.722013,3,20,0,23,0,4
11802156803,0.055,Maroubra,211.2141962,3,0,0,3,0,1
12104141311,0.1253,Chatswood,3327.118859,3,20,0,23,0,4
20701115352,0.8449,Yarra,2705.945769,3,24,2,29,1,6
20703116331,0.0985,Box Hill,2585.771166,3,14,0,16,0,2
50701116105,0.1853,Success,1467.516712,3,6,0,9,0,1
10102100819,0.1626,Queanbeyan,2845.985072,3,13,0,16,0,2
10602111747,0.1823,Maitland,5875.429012,3,21,1,25,1,5
10704114604,0.1634,Wollongong,2372.464401,3,15,0,18,0,3
11103123105,2.3105,Mayfield,4805.200491,3,10,2,14,1,2
11703133413,0.1027,Darlinghurst,2150.866519,3,21,0,24,0,5
11703133633,0.0189,Redfern,636.8593843,3,5,0,8,0,1
31004130428,0.2482,Goodna,8288.657225,3,37,0,40,0,8
10402109008,1.4705,Nambucca Heads,16464.32783,3,29,0,32,0,7
11402128402,0.5815,Bowral,91.40120485,3,0,0,3,0,1
11603131645,0.2077,St Marys,3628.073321,3,12,0,15,0,2
20802117818,0.1175,Windsor,4879.751939,3,30,4,37,1,8
21501138613,0.616,Ararat,2118.617043,3,17,0,20,0,3
30503112511,0.155,Nundah,2317.613927,3,9,1,13,1,1
31001127410,0.2502,Inala,148.3961086,3,0,0,3,0,1
31305137910,0.3995,Margate,1677.554971,3,5,0,8,0,1
31701145403,0.1304,Toowoomba,1469.101379,3,3,0,6,0,1
31905152225,0.5281,Maryborough,23569.96076,3,50,0,53,0,10
50603112435,0.142,Cannington,2018.024308,3,7,0,10,0,1
10805116915,0.2538,Taree,2275.263083,3,10,0,13,0,1
12203142521,0.1596,Northern Beaches,3988.162227,3,26,0,29,0,6
20605112938,0.0494,Windsor,3228.81779,3,14,0,17,1,2
21501138612,0.3297,Ararat,1677.802367,3,15,0,18,0,3
31103131726,0.1341,Woodridge,4503.825352,3,13,0,16,0,2
31401138601,0.315,Mitchelton,2355.435166,3,10,0,13,0,1
10202104411,0.0868,The Entrance,4177.631679,3,14,0,17,0,2
10701154525,0.3472,Dapto,3834.903085,3,18,0,21,0,4
10704154827,0.0654,Wollongong,781.1880935,3,2,0,5,0,1
11102121601,0.2271,Toronto,10065.54111,3,89,2,94,1,10
11802157021,0.0802,Maroubra,2371.472129,3,15,0,18,0,3
12203143154,0.0877,Northern Beaches,3741.585369,3,19,0,22,0,4
30903123722,0.1597,Biggera Waters,4558.983859,3,23,0,26,0,5
31901149507,0.1821,Bundaberg,1227.492429,3,8,0,11,0,1
40304108301,0.3447,Noarlunga,8787.723684,3,40,0,43,0,9
40304108710,0.8127,Noarlunga,5536.796548,3,22,0,25,0,5
50602111821,0.1576,Victoria Park,4689.38539,3,20,3,26,1,5
50602112257,0.1854,Cannington,3807.857936,3,27,2,32,1,7
50605113810,0.1469,Cannington,8197.712486,3,46,1,50,1,9
11802156719,0.0669,Maroubra,1204.228596,3,5,0,8,0,1
12802160721,0.1242,Sutherland,4302.798998,3,24,2,29,1,6
31905152430,0.3154,Maryborough,2787.281618,3,12,0,15,0,2
40304107903,0.2163,Noarlunga,1370.008992,3,6,0,9,0,1
50603112904,0.1358,Cannington,4983.846224,3,18,1,22,1,4
10602111731,1.0356,Maitland,10953.18393,3,29,0,32,0,7
10704114420,0.1101,Wollongong,2814.990092,3,7,0,10,0,1
11602130905,0.2034,Rouse Hill,4279.104383,3,19,0,22,0,4
11903136906,0.0427,Hurstville,2069.859867,3,9,0,12,0,1
12101140259,0.0567,Chatswood,2954.245878,3,18,0,21,0,4
12404146745,0.1013,Hawkesbury,3252.757987,3,13,0,16,0,2
21401137151,0.8775,Frankston,218.0165878,3,0,0,3,0,1
50301103108,0.1937,Fremantle,7200.135259,3,21,0,24,0,5
50602112212,0.1691,Victoria Park,3102.879206,3,11,0,14,0,2
10701113413,0.1272,Wollongong,5766.623103,3,28,0,31,0,7
10805116808,0.3365,Taree,13578.88341,3,29,0,32,0,7
11703133009,0.0352,Redfern,572.6338287,3,3,0,6,0,1
12101140229,0.1582,Chatswood,4021.338241,3,23,13,39,1,8
12103140941,0.022,Hornsby,5265.587862,3,27,0,30,0,6
12301143431,0.3104,Camden,4380.413592,3,16,0,19,0,3
12403146232,0.063,St Marys,2600.106459,3,8,0,11,0,1
12404146733,0.1068,Hawkesbury,3331.162967,3,12,0,15,0,2
31305138036,0.1281,Margate,1510.147798,3,21,0,24,0,5
31603142505,0.1402,Noosa,13534.84184,3,23,0,26,0,5
31701145306,0.2994,Toowoomba,1634.488055,3,11,0,14,0,2
50601111013,0.2263,Armadale (WA),1741.835161,3,11,0,14,0,2
10202105215,0.4948,Lake Haven,13266.62335,3,33,0,36,0,8
11003119702,0.3435,Narrabri,103.3554584,3,0,0,3,0,1
11903137306,0.0868,Hurstville,3963.810857,3,16,0,19,0,3
12404146624,0.2576,Hawkesbury,6020.396201,3,16,0,19,0,3
12801160501,0.1604,Caringbah,2612.208556,3,12,0,15,0,2
50603112422,0.1567,Cannington,2688.95812,3,11,0,14,0,2
80104104019,0.0793,Gungahlin,695.6386127,3,2,0,5,0,1
10201104007,0.1023,Ettalong,702.4563884,3,3,0,6,0,1
10602111506,0.2668,Maitland,2974.422937,3,9,0,12,0,1
10602111803,1.6092,Maitland,7315.316105,3,31,0,34,1,7
10704114518,0.2515,Corrimal,1536.432436,3,14,0,17,0,2
10704114810,0.3328,Corrimal,9543.050122,3,18,0,21,0,4
30203103916,0.2412,Nundah,4333.458376,3,23,0,26,0,5
50603112914,0.1529,Cannington,4027.187371,3,17,0,20,1,3
50603113119,0.1898,Cannington,6961.87289,3,22,4,29,1,6
10102101210,0.2186,Queanbeyan,4120.469521,3,41,0,44,0,9
10701113148,0.1597,Dapto,1656.055872,3,8,0,11,0,1
10701113425,0.0809,Wollongong,5827.561324,3,22,0,25,0,5
12101140256,0.1164,Chatswood,2576.975033,3,17,0,20,0,3
12102140601,0.2501,Hornsby,1984.031859,3,9,0,12,0,1
12503148522,0.1392,Merrylands,2378.88544,3,15,0,18,0,3
12702151532,0.0268,Fairfield,226.6910874,3,0,0,3,0,1
20605113322,0.0662,Windsor,2159.448503,3,11,2,16,1,2
21005124608,0.277,Broadmeadows,3877.113562,3,13,0,16,0,2
30903123835,0.1329,Biggera Waters,1209.168348,3,7,0,10,0,1
31901149305,14.3403,Bundaberg,12876.32757,3,37,0,40,0,8
31901150221,0.6518,Bundaberg,2772.155272,3,14,0,17,0,2
50603112445,0.1445,Cannington,2982.846934,3,12,0,15,0,2
60101100103,0.1842,Bridgewater,2578.426516,3,11,0,14,0,1
70104104319,0.1565,Palmerston,2784.843683,3,15,0,18,0,3
80104104804,0.1607,Gungahlin,1708.080126,3,11,0,14,0,2
80104104805,0.1512,Gungahlin,1978.271367,3,10,0,13,0,1
11103123519,0.1647,Mayfield,1946.165397,3,10,0,13,0,1
11501129415,2.3693,Rouse Hill,5725.549941,3,27,0,30,0,7
12203143035,0.0756,Northern Beaches,449.0853153,3,1,0,4,0,1
12702151148,0.0467,Cabramatta,166.7867698,3,0,0,3,0,1
12702151518,0.0497,Fairfield,685.3747758,3,4,0,7,0,1
20701115360,0.0571,Yarra,1659.378344,3,6,0,9,0,1
21103126319,0.3154,Boronia,3567.817201,3,19,0,22,0,4
30901122907,0.2057,Palm Beach,5867.830458,3,12,0,15,0,2
60101100119,0.2268,Bridgewater,885.5219622,3,2,0,5,0,1
80101100214,0.0776,Belconnen,115.0763259,3,0,0,3,0,1
80104103707,0.0515,Gungahlin,3320.237545,3,12,0,15,0,2
10401108245,0.3335,Yamba,5730.096783,3,20,0,23,0,4
11202124414,18.5818,Casino,3883.736732,3,10,0,13,0,1
11602156348,0.0704,Rouse Hill,4716.78066,3,19,0,22,0,4
20606113643,0.0456,Windsor,581.4968829,3,2,0,5,0,1
20703116504,0.1102,Box Hill,2765.881286,3,7,0,11,0,1
30202103407,0.1015,Nundah,984.6206932,3,5,0,8,0,1
31305137921,0.1779,Margate,1598.979147,3,22,0,25,0,5
60104102203,0.1762,Kingston,1814.880217,3,7,0,11,0,1
10701154524,0.0985,Dapto,4744.865744,3,22,0,25,0,5
12401145225,0.3724,Katoomba,2601.768621,3,8,0,11,0,1
12503148414,0.0406,Merrylands,2015.617669,3,7,0,10,0,1
12503148502,0.1203,Merrylands,2938.346062,3,17,0,20,0,3
12702151147,0.0286,Cabramatta,124.0772651,3,0,0,3,0,1
20802117709,0.0539,Windsor,2667.365549,3,13,0,17,1,2
30803121506,0.4649,Rockhampton,7394.040018,3,18,0,21,0,4
31701145323,0.2416,Toowoomba,1969.816995,3,9,0,12,0,1
40403110621,0.2465,Torrensville,2551.646582,3,10,0,13,0,1
70102102805,0.1026,Casuarina,1054.887352,3,6,0,9,0,1
11603131636,0.1619,St Marys,2672.320669,3,11,0,14,0,2
11702132655,0.052,Marrickville,542.6784792,3,2,0,5,0,1
30102101221,0.2617,Cleveland,3923.330412,3,17,0,20,0,3
30102101309,0.0869,Cleveland,7381.434961,3,23,4,30,1,7
30302105511,0.086,Stones Corner,269.5789784,3,1,0,4,0,1
50102100815,0.2411,Bunbury,3732.678529,3,13,0,16,0,2
50603112443,0.1302,Cannington,1637.366759,3,9,0,12,0,1
60103101809,0.1733,Glenorchy,1925.91608,3,7,0,10,0,1
10602111507,0.318,Maitland,2487.562141,3,7,0,10,0,1
11904137527,0.0599,Rockdale,1338.523629,3,9,0,12,0,1
30903123826,0.1654,Biggera Waters,1287.584609,3,12,0,15,0,2
31305137923,0.1482,Margate,1252.63788,3,21,0,24,0,5
40105101712,0.1405,Norwood,228.0124272,3,0,0,3,0,1
40402110127,0.826,Port Adelaide,208.2409066,3,0,0,3,0,1
60401107802,0.276,Burnie,2863.543151,3,11,0,14,0,2
11703133509,0.0385,Redfern,390.6812732,3,2,0,5,0,1
20503109331,0.3004,Wonthaggi,1678.50682,3,7,0,10,0,1
20604112332,0.1345,Newmarket,2322.776349,3,11,0,14,0,2
20902120510,0.0849,Darebin,4093.174168,3,18,0,21,1,4
31106133111,0.0493,Woodridge,287.7528194,3,1,0,4,0,1
50602111928,0.1362,Victoria Park,1637.701502,3,4,0,7,0,1
50702116413,0.1327,Fremantle,2836.962612,3,13,0,16,0,2
50705119102,0.2075,Mandurah,11476.99243,3,27,2,32,1,7
10701154601,0.1517,Wollongong,6589.000689,3,43,0,46,0,9
10704114624,0.1432,Wollongong,3618.275672,3,15,0,18,0,3
11103123423,0.1781,Mayfield,1487.452902,3,8,0,11,0,1
11703133021,0.01,Redfern,2106.151959,3,6,0,9,0,1
11703133530,0.0137,Redfern,146.0662186,3,0,0,3,0,1
12802160705,0.1497,Sutherland,5696.424975,3,23,0,26,0,5
20607114304,0.0739,Moreland,3293.755292,3,17,3,23,1,4
21004124130,0.2446,Sunbury,1191.680648,3,7,0,10,0,1
50607114622,0.1146,Victoria Park,6000.787705,3,19,2,24,2,5
50702116405,0.1551,Fremantle,2358.953152,3,12,0,15,0,2
70101100217,0.0779,Darwin,117.3638814,3,0,0,3,0,1
10704154935,0.1254,Wollongong,1692.996084,3,9,0,12,0,1
12401145203,0.518,Katoomba,3239.145076,3,19,0,22,0,4
12802153307,0.0755,Sutherland,7228.64297,3,29,5,37,1,8
20604112417,0.0521,Moreland,2751.422572,3,13,0,16,0,2
20701115128,0.1161,Camberwell,1917.833089,3,6,0,9,0,1
20701115516,0.0746,Camberwell,2892.925709,3,11,0,14,0,2
31301136220,0.4823,Deception Bay,7863.571553,3,63,25,91,1,10
31305137712,0.1511,Margate,2416.663106,3,13,0,16,0,2
50102125324,0.2017,Bunbury,2746.891659,3,13,0,16,0,2
50403106808,6.651,Midland,10690.85854,3,23,0,26,0,5
10102100813,0.2157,Queanbeyan,2769.381961,3,17,0,20,0,3
10805116940,0.822,Taree,155.5699691,3,0,0,3,0,1
11102121902,0.461,Toronto,143.1241676,3,0,0,3,0,1
11602131054,0.073,Rouse Hill,1133.254209,3,7,0,10,0,1
11903137003,0.0692,Hurstville,2498.572663,3,9,0,12,0,1
12104141509,0.1005,Northern Beaches,5474.013696,3,21,0,24,0,5
12203143023,0.0902,Northern Beaches,2910.82415,3,12,0,15,0,2
12802160809,0.2145,Sutherland,3794.758023,3,14,0,17,0,2
20606113731,0.0533,Windsor,1917.558935,3,9,1,13,1,1
20606113815,0.1338,Windsor,1817.026255,3,15,4,22,1,4
21005124223,0.7507,Broadmeadows,228.810264,3,0,0,3,0,1
21104127215,0.2022,Ringwood,3351.591377,3,16,0,20,0,3
30302105506,0.1007,Stones Corner,129.2032598,3,0,0,3,0,1
10102100804,0.2218,Queanbeyan,1933.30925,3,7,0,10,0,1
10201104217,0.1835,Ettalong,1133.898043,3,7,0,10,0,1
11003119709,0.9949,Narrabri,2045.699565,3,7,0,10,0,1
11102122020,0.4744,Toronto,6622.180335,3,39,0,42,0,9
11502129753,3.9438,Rouse Hill,3990.028897,3,12,0,15,0,2
11802134851,0.0684,Maroubra,2165.090164,3,13,0,16,0,2
11903137223,0.128,Hurstville,4314.387874,3,15,0,18,0,3
12404146707,0.1187,Hawkesbury,3558.715099,3,17,0,20,0,3
20401105914,0.4047,Seymour,856.7250785,3,11,0,14,0,2
20601110713,0.1104,Moreland,1374.408842,3,8,0,11,0,1
20604112105,0.0882,Newmarket,573.8462908,3,2,0,5,0,1
20605112822,0.0993,South Melbourne,2498.860204,3,11,0,14,0,2
20901120026,0.1052,Heidelberg,2422.451184,3,22,1,26,1,5
21303134811,0.1782,Footscray,177.8303049,3,0,0,3,0,1
21402138032,0.2217,Mornington,1990.764818,3,7,0,10,0,1
31305137716,0.0941,Margate,1638.633622,3,17,0,20,0,3
70205106703,0.6597,Katherine,214.5731693,3,0,0,3,0,1
11703132909,0.0307,Darlinghurst,193.9306685,3,0,0,3,0,1
11904137623,0.069,Rockdale,1180.713824,3,7,0,10,0,1
12301143304,0.6349,Camden,364.7210958,3,1,0,4,0,1
20605112833,0.0457,Windsor,1701.743877,3,6,0,9,0,1
20606113509,0.0711,Windsor,1692.582918,3,5,0,8,0,1
30302105336,0.2606,Stones Corner,2485.439955,3,6,0,9,0,1
31802147505,0.1816,Townsville Jobseekers,4688.010994,3,24,0,27,0,6
60105103313,0.0669,Hobart,1472.207927,3,12,0,15,0,2
80104104719,0.1732,Gungahlin,4243.399483,3,18,0,21,0,4
10701154519,0.2001,Wollongong,7451.466251,3,24,0,27,0,6
10704154923,0.0743,Wollongong,1378.57944,3,9,0,13,0,1
11401127808,0.4508,Nowra,204.6709624,3,0,0,3,0,1
11703133447,0.0052,Darlinghurst,1963.71135,3,20,0,23,0,4
20604111719,0.0129,Moreland,4147.416605,3,15,0,18,0,3
30302105330,0.2141,Stones Corner,2528.265635,3,7,0,10,0,1
30302105508,0.1211,Stones Corner,674.6324621,3,2,0,5,0,1
30903123919,0.1696,Biggera Waters,5264.318955,3,25,0,28,0,6
31103131720,0.1249,Woodridge,4734.519488,3,15,0,18,0,3
50603112829,0.2412,Cannington,4061.043233,3,19,10,32,1,7
10202105318,0.1429,The Entrance,1800.388478,3,5,0,8,0,1
10401108211,3.279,Yamba,10039.71024,3,30,59,92,1,10
11802134859,0.0512,Maroubra,1784.416756,3,10,0,13,0,1
12802160708,0.0875,Sutherland,5775.312643,3,19,0,22,0,4
20802117726,0.0696,Windsor,2888.75513,3,13,0,17,1,2
21202145606,1.4775,Fountain Gate,161.1472012,3,0,0,3,0,1
21204131433,0.135,Springvale,3973.312744,3,16,0,19,0,3
21204131703,0.1707,Springvale,253.9109872,3,0,0,3,0,1
21205132023,0.056,Oakleigh,3480.133335,3,10,0,13,0,1
30204104206,0.091,Margate,7172.685237,3,16,0,19,0,3
30503113120,0.2625,Nundah,1222.833076,3,11,1,15,1,2
40601112903,0.6761,Ceduna,195.3572505,3,0,0,3,0,1
10202104822,0.2507,Lake Haven,2336.546383,3,11,0,14,0,2
10602111568,0.1528,Maitland,4862.997884,3,31,0,34,0,8
10701154503,0.2176,Dapto,4779.568398,3,23,0,26,0,5
11801134530,0.0559,Darlinghurst,1415.159082,3,10,0,13,0,1
11903136907,0.0433,Hurstville,1890.101728,3,10,0,13,0,1
12102157711,0.0171,Hornsby,189.994845,3,0,0,3,0,1
12302143743,0.1821,Campbelltown,1611.959312,3,6,0,9,0,1
12702151139,0.3535,Cabramatta,2004.268503,3,17,0,20,0,3
12802153851,0.1359,Sutherland,164.4703734,3,0,0,3,0,1
12802160901,1.6714,Sutherland,3040.30487,3,33,0,36,0,8
21103126317,0.3105,Boronia,4037.550129,3,21,0,24,0,5
31602141703,0.1061,Caloundra,4420.269776,3,14,0,17,0,2
40301105703,0.1924,Glenelg,1507.954806,3,6,0,9,0,1
60105102803,0.2768,Hobart,2480.755684,3,24,0,27,0,6
60105103125,0.1961,Hobart,906.5730744,3,4,0,7,0,1
10201104046,0.1308,Ettalong,1260.680421,3,6,0,9,0,1
11003119714,0.2415,Narrabri,3183.469191,3,25,0,28,0,6
12703159912,0.134,Liverpool,2993.257665,3,13,0,16,0,2
20605112818,0.0579,South Melbourne,1758.814591,3,8,0,11,0,1
20701115225,0.0738,Camberwell,597.1396443,3,3,0,6,0,1
30203104014,0.2255,Nundah,186.1545164,3,0,0,3,0,1
30501111108,0.0573,Fortitude Valley,932.4530764,3,3,0,6,0,1
31305137818,0.072,Margate,1455.244902,3,19,0,22,0,4
31701145936,0.2452,Toowoomba,3694.179604,3,18,0,21,0,4
10202105628,0.2505,Wyong,3111.518491,3,7,0,10,0,1
10704154803,0.0444,Wollongong,848.2259419,3,3,0,7,0,1
11303126924,0.2266,Wagga Wagga,3301.486125,3,19,0,23,0,4
11602156311,0.1228,Rouse Hill,4190.524171,3,16,0,19,0,3
11903136939,0.1172,Hurstville,1734.582125,3,7,0,10,0,1
12202142114,0.1706,Northern Beaches,7837.268424,3,31,0,34,1,8
12802160906,0.1192,Sutherland,3082.793866,3,32,0,35,0,8
20603111507,0.0185,Newmarket,798.03752,3,3,0,6,0,1
20604112335,0.0922,Newmarket,2295.449063,3,9,0,12,0,1
21105128306,0.3686,Lilydale,3691.842052,3,11,0,14,0,2
30203103920,0.5685,Nundah,3199.930182,3,16,0,19,0,3
10602111819,0.1908,Maitland,8090.446442,3,35,0,38,0,8
12202142212,0.1169,Northern Beaches,12559.81766,3,38,0,41,0,9
12801153128,0.1618,Caringbah,3970.380643,3,20,0,23,0,4
20605112815,0.0496,South Melbourne,1693.584733,3,7,0,10,0,1
20701115336,0.1604,Camberwell,3005.252098,3,14,2,20,1,3
20901120018,0.2771,Heidelberg,3346.339467,3,9,0,12,0,1
20902120710,0.1151,Darebin,3922.6493,3,18,0,21,0,4
21402137921,0.2364,Hastings,5436.741543,3,10,0,14,0,2
21503140416,0.41,Swan Hill,1591.888704,3,15,0,18,0,3
30302105707,0.1245,Stones Corner,2351.803584,3,8,0,11,0,1
31302136608,0.4244,Caboolture,2667.214099,3,27,6,36,1,8
70102102205,0.2611,Casuarina,3306.741623,3,12,0,15,0,2
10202105012,0.1116,Lake Haven,9940.784085,3,21,0,24,0,5
10602111529,0.3078,Maitland,2872.140901,3,10,0,13,0,1
11703133031,0.0358,Redfern,2333.142614,3,9,0,12,0,1
11703133635,0.0241,Redfern,763.6601847,3,5,0,8,0,1
11902136403,0.0871,Marrickville,2291.108672,3,11,0,14,0,2
12201141917,0.0809,Northern Beaches,3175.71584,3,12,0,15,0,2
12202142215,0.0966,Northern Beaches,12806.92626,3,42,0,45,0,9
12203143033,0.1154,Northern Beaches,2828.357717,3,10,0,13,0,1
12503148519,0.1792,Merrylands,2542.351359,3,12,0,15,0,2
12802160801,0.1383,Sutherland,2865.527811,3,10,0,13,0,1
20701115301,0.1958,Yarra,2168.862902,3,8,0,11,0,1
20902120845,0.6091,Darebin,2772.412957,3,18,0,21,0,4
31106133015,0.1879,Woodridge,2576.224694,3,19,0,22,0,4
50301103202,0.3048,Fremantle,4490.912401,3,14,0,17,0,2
50502108538,0.8333,Mirrabooka,1455.586164,3,7,0,10,0,1
60105102706,0.2054,Hobart,1268.752017,3,14,0,18,0,3
60105102902,0.2219,Hobart,1339.370946,3,6,0,9,0,1
60401108001,0.1982,Burnie,1966.870333,3,6,0,9,0,1
80105105105,0.0662,Braddon,166.8183888,3,0,0,3,0,1
10104102725,0.2495,Narooma,3119.892989,3,14,0,17,0,2
10704114811,0.4015,Corrimal,10395.60242,3,21,0,24,0,5
11603131610,0.1735,St Marys,4746.6639,3,19,0,22,0,4
11703133538,0.0478,Redfern,572.4402931,3,2,0,5,0,1
12101139820,0.0195,Chatswood,148.5593041,3,0,0,3,0,1
12301143430,0.3384,Camden,4906.771072,3,18,0,21,0,4
21204131124,0.1987,Dandenong,1329.483366,3,7,0,10,0,1
21501138609,0.1931,Ararat,1636.311362,3,13,0,16,0,2
30503112810,0.8041,Fortitude Valley,1677.259136,3,5,0,8,0,1
31003129324,0.1813,Ipswich,3852.231714,3,14,0,17,0,2
31106133617,0.1156,Woodridge,1198.473958,3,4,0,7,0,1
50607114601,0.1347,Cannington,3719.781906,3,15,0,19,1,3
12503148123,0.2329,Merrylands,1199.366507,3,7,0,10,0,1
21105127818,0.2621,Lilydale,2278.796272,3,11,0,14,0,2
21204131730,0.1647,Springvale,1254.342684,3,3,0,6,0,1
21402137933,0.9173,Hastings,9588.291144,3,22,0,25,0,5
21703147205,0.4268,Colac,192.0767385,3,0,0,3,0,1
30501111104,0.0253,Fortitude Valley,1028.261738,3,4,0,7,0,1
30503113121,0.1908,Nundah,1779.061519,3,13,1,17,1,2
31905152216,0.323,Hervey Bay,25662.09195,3,43,0,46,0,9
50401104414,0.1824,Morley,4375.624815,3,17,0,20,0,3
50603112411,0.1499,Cannington,1616.093311,3,9,0,12,0,1
80104104703,0.1758,Gungahlin,3287.326153,3,13,0,16,0,2
10301105908,0.1015,Bathurst,3270.328717,3,13,0,17,0,2
10602111541,0.2161,Maitland,4434.011005,3,26,0,29,0,6
10701113447,0.1863,Wollongong,5311.06594,3,17,0,20,0,3
11301125604,0.6605,Griffith,185.0584021,3,0,0,3,0,1
11703132920,0.0415,Darlinghurst,169.5013186,3,0,0,3,0,1
12302144137,0.1183,Campbelltown,1149.24918,3,4,0,7,0,1
20606113508,0.0957,Windsor,1903.473761,3,6,0,9,0,1
20703116223,0.0858,Box Hill,3287.220358,3,18,0,21,0,4
20802117736,0.1288,Windsor,3377.105203,3,15,0,19,1,3
21303134817,0.072,Footscray,191.8180366,3,0,0,3,0,1
30102100922,0.2979,Cleveland,13053.5496,3,38,5,46,1,9
40301105730,0.1279,Glenelg,220.9438828,3,0,0,3,0,1
40401109701,0.53,Kilkenny,169.7798688,3,0,0,3,0,1
50605113848,0.8988,Cannington,5549.529894,3,26,10,39,1,8
60105103305,0.1238,Hobart,1236.037133,3,10,0,13,0,1
80104104022,0.0306,Gungahlin,209.3960472,3,0,0,3,0,1
11203125025,0.3164,Tweed Heads,7075.004194,3,18,0,21,0,4
11902136217,0.1478,Campsie,1603.142692,3,17,0,20,0,3
11902136317,0.1339,Campsie,181.4168113,3,0,0,3,0,1
12503148227,0.1006,Merrylands,3556.011419,3,20,0,23,0,4
12702151609,0.0891,Fairfield,1755.347787,3,6,0,9,0,1
12802160722,0.1777,Sutherland,3638.820891,3,27,2,32,1,7
20202103020,0.5602,Sunbury,43037.39848,3,39,8,50,1,9
10202104841,0.1204,Lake Haven,3168.608198,3,14,0,17,0,3
10704114407,0.2208,Corrimal,2632.284956,3,11,0,14,0,2
10704114827,0.2551,Corrimal,5807.547953,3,19,0,23,0,4
10704154821,0.0584,Wollongong,1457.349181,3,6,0,10,0,1
11102122105,0.1587,Toronto,8829.729872,3,35,9,47,1,9
11802134833,0.1061,Maroubra,2823.664358,3,17,0,20,0,3
11902136345,0.1323,Campsie,1006.883408,3,5,0,8,0,1
11902136702,0.28,Hurstville,4134.481872,3,22,0,25,0,5
12202142213,0.1545,Northern Beaches,12540.36579,3,40,0,43,0,9
12203142421,0.0703,Northern Beaches,2107.465904,3,16,0,19,0,3
12301143403,0.1157,Camden,4869.715124,3,31,6,40,1,9
12503148556,0.0509,Merrylands,644.0250379,3,5,0,8,0,1
12802153844,0.1505,Sutherland,181.4040158,3,0,0,3,0,1
31305154205,0.131,Margate,3522.743187,3,25,0,28,0,6
31802147513,0.2912,Townsville Jobseekers,4067.202164,3,32,0,35,0,8
40102100719,0.2622,Mt Barker,1577.521116,3,6,0,10,0,1
50602111923,0.1295,Victoria Park,1861.530686,3,5,0,8,0,1
50704117818,0.1336,Victoria Park,7589.119133,3,35,11,49,1,9
10601110854,0.1362,Cessnock,4471.29102,3,21,0,25,0,5
10704154916,0.1158,Wollongong,2936.555604,3,14,0,17,0,3
11102121516,0.3519,Toronto,4193.535194,3,9,0,12,0,1
11703133444,0.0716,Darlinghurst,2518.636598,3,25,0,28,0,6
11902136717,0.1158,Campsie,3580.536566,3,21,0,24,0,5
12203143139,0.1152,Northern Beaches,4016.13339,3,20,0,23,0,4
12302143851,0.248,Campbelltown,5402.734899,3,14,0,18,0,3
12405147042,0.172,St Marys,4211.741597,3,22,0,25,0,5
12702151111,0.1958,Cabramatta,842.9224309,3,3,0,6,0,1
21101125119,0.1322,Boronia,2829.958807,3,16,0,20,0,3
21302134438,0.0991,Newport,97.47826701,3,0,0,3,0,1
21303135203,0.2227,Footscray,2294.309532,3,10,0,13,0,1
31802146807,0.1185,Townsville Jobseekers,2066.068753,3,17,0,20,0,3
31901149309,0.8004,Bundaberg,12959.10797,3,47,0,50,0,9
60104102232,0.2422,Kingston,1326.90215,3,8,0,12,0,1
10201102923,0.1824,Ettalong,4765.56928,3,21,0,24,0,5
10301105824,0.3248,Bathurst,215.1986038,3,0,0,3,0,1
10602111538,0.4788,Maitland,4248.525978,3,19,0,22,0,4
11102121944,0.3541,Toronto,1839.815551,3,6,0,9,0,1
20502108111,0.6668,Bairnsdale,180.2033554,3,0,0,3,0,1
20701115413,0.1577,Heidelberg,3422.09712,3,11,8,22,1,4
21603141751,0.4221,Shepparton,3907.491939,3,36,0,40,1,8
30102101321,0.1072,Cleveland,5921.468906,3,27,25,56,1,10
10201102910,2.6419,Ettalong,3379.879381,3,19,0,22,0,4
10201103709,0.7246,Woy Woy,2767.042663,3,11,0,14,0,2
11802156705,0.0615,Maroubra,1895.483988,3,8,0,11,0,1
11903137013,0.1034,Hurstville,3314.79242,3,12,0,15,0,2
12702151506,0.023,Fairfield,262.4184796,3,0,0,3,0,1
12801160315,0.1959,Caringbah,1398.663193,3,18,0,21,0,4
20503109357,0.8301,Wonthaggi,22813.6186,3,50,1,55,1,10
20603111315,0.068,Newmarket,1427.564251,3,6,0,9,0,1
50102125411,0.1615,Bunbury,6102.234197,3,32,0,35,0,8
50607114603,0.1125,Victoria Park,4346.111319,3,14,6,23,1,4
60104102325,0.1256,Kingston,3173.896094,3,15,0,18,0,3
60401108009,1.3757,Burnie,3600.605987,3,18,0,22,0,4
